counter, agl_dist_value_filtered0,0
222,0,
223,0,
224,0,
225,0,
226,0,
227,0,
228,0,
229,0,
230,0,
231,0,
232,0,
233,0,
234,0,
235,0,
236,0,
237,0,
238,0,
239,0,
240,0,
241,0,
242,0,
243,0,
244,0,
245,0,
246,0,
247,0,
248,0,
249,0,
250,0,
251,0,
252,0,
253,0,
254,0,
255,0,
256,0,
257,0,
258,0,
259,0,
260,0,
261,0,
262,0,
263,0,
264,0,
265,0,
266,0,
267,0,
268,0,
269,0,
270,0,
271,0,
272,0,
273,0,
274,0,
275,0,
276,0,
277,0,
278,0,
279,0,
280,0,
281,0,
282,0,
283,0,
284,0,
285,0,
286,0,
287,0,
288,0,
289,0,
290,0,
291,0,
292,0,
293,0,
294,0,
295,0,
296,0,
297,0,
298,0,
299,0,
300,0,
301,0,
302,0,
303,0,
304,0,
305,0,
306,0,
307,0,
308,0,
309,0,
310,0,
311,0,
312,0,
313,0,
314,0,
315,0,
316,0,
317,0,
318,0,
319,0,
320,0,
321,0,
322,0,
323,0,
324,0,
325,0,
326,0,
327,0,
328,0,
329,0,
330,0,
331,0,
332,0,
333,0,
334,0,
335,0,
336,0,
337,0,
338,0,
339,0,
340,0,
341,0,
342,0,
343,0,
344,0,
345,0,
346,0,
347,0,
348,0,
349,0,
350,0,
351,0,
352,0,
353,0,
354,0,
355,0,
356,0,
357,0,
358,0,
359,0,
360,0,
361,0,
362,0,
363,0,
364,0,
365,0,
366,0,
367,0,
368,0,
369,0,
370,0,
371,0,
372,0,
373,0,
374,0,
375,0,
376,0,
377,0,
378,0,
379,0,
380,0,
381,0,
382,0,
383,0,
384,0,
385,0,
386,0,
387,0,
388,0,
389,0,
390,0,
391,0,
392,0,
393,0,
394,0,
395,0,
396,0,
397,0,
398,0,
399,0,
400,0,
401,0,
402,0,
403,0,
404,0,
405,0,
406,0,
407,0,
408,0,
409,0,
410,0,
411,0,
412,0,
413,0,
414,0,
415,0,
416,0,
417,0,
418,0,
419,0,
420,0,
421,0,
422,0,
423,0,
424,0,
425,0,
426,0,
427,0,
428,0,
429,0,
430,0,
431,0,
432,0,
433,0,
434,0,
435,0,
436,0,
437,0,
438,0,
439,-1610612736,
440,-1610612736,
441,-1610612736,
442,-1610612736,
443,-1610612736,
444,-1610612736,
445,-1610612736,
446,-1610612736,
447,-1610612736,
448,-1610612736,
449,-1610612736,
450,-1610612736,
451,-1610612736,
452,-1610612736,
453,-1610612736,
454,-1610612736,
455,-1610612736,
456,-1610612736,
457,-1610612736,
458,-1610612736,
459,-1610612736,
460,-1610612736,
461,-1610612736,
462,-1610612736,
463,-1610612736,
464,-1610612736,
465,-1610612736,
466,-1610612736,
467,-1610612736,
468,-1610612736,
469,-1610612736,
470,-1610612736,
471,-1610612736,
472,-1610612736,
473,-1610612736,
474,-1610612736,
475,-1610612736,
476,-1610612736,
477,-1610612736,
478,-1610612736,
479,-1610612736,
480,-1610612736,
481,-1610612736,
482,-1610612736,
483,-1610612736,
484,-1610612736,
485,-1610612736,
486,-1610612736,
487,-1610612736,
488,-1610612736,
489,-1610612736,
490,-1610612736,
491,-1610612736,
492,-1610612736,
493,-1610612736,
494,-1610612736,
495,-1610612736,
496,-1610612736,
497,-1610612736,
498,-1610612736,
499,-1610612736,
500,-1610612736,
501,-1610612736,
502,-1610612736,
503,-1610612736,
504,-1610612736,
505,-1610612736,
506,-1610612736,
507,-1610612736,
508,-1610612736,
509,-1610612736,
510,-1610612736,
511,-1610612736,
512,-1610612736,
513,-1610612736,
514,-1610612736,
515,-1610612736,
516,-1610612736,
517,-1610612736,
518,-1610612736,
519,-1610612736,
520,-1610612736,
521,-1610612736,
522,-1610612736,
523,-1610612736,
524,-1610612736,
525,-1610612736,
526,-1610612736,
527,-1610612736,
528,-1610612736,
529,-1610612736,
530,-1610612736,
531,-1610612736,
532,-1610612736,
533,-1610612736,
534,-1610612736,
535,-1610612736,
536,-1610612736,
537,-1610612736,
538,-1610612736,
539,-1610612736,
540,-1610612736,
541,-1610612736,
542,-1610612736,
543,-1610612736,
544,-1610612736,
545,-1610612736,
546,-1610612736,
547,-1610612736,
548,-1610612736,
549,-1610612736,
550,-1610612736,
551,-1610612736,
552,-1610612736,
553,-1610612736,
554,-1610612736,
555,-1610612736,
556,-1610612736,
557,-1610612736,
558,-1610612736,
559,-1610612736,
560,-1610612736,
561,-1610612736,
562,-1610612736,
563,-1610612736,
564,-1610612736,
565,-1610612736,
566,-1610612736,
567,-1610612736,
568,-1610612736,
569,-1610612736,
570,-1610612736,
571,-1610612736,
572,-1610612736,
573,-1610612736,
574,-1610612736,
575,-1610612736,
576,-1610612736,
577,-1610612736,
578,-1610612736,
579,-1610612736,
580,-1610612736,
581,-1610612736,
582,-1610612736,
583,-1610612736,
584,-1610612736,
585,-1610612736,
586,-1610612736,
587,-1610612736,
588,-1610612736,
589,-1610612736,
590,-1610612736,
591,-1610612736,
592,-1610612736,
593,-1610612736,
594,-1610612736,
595,-1610612736,
596,-1610612736,
597,-1610612736,
598,-1610612736,
599,-1610612736,
600,-1610612736,
601,-1610612736,
602,-1610612736,
603,-1610612736,
604,-1610612736,
605,-1610612736,
606,-1610612736,
607,-1610612736,
608,-1610612736,
609,-1610612736,
610,-1610612736,
611,-1610612736,
612,-1610612736,
613,-1610612736,
614,-1610612736,
615,-1610612736,
616,-1610612736,
617,-1610612736,
618,-1610612736,
619,-1610612736,
620,-1610612736,
621,-1610612736,
622,-1610612736,
623,-1610612736,
624,-1610612736,
625,-1610612736,
626,-1610612736,
627,-1610612736,
628,-1610612736,
629,-1610612736,
630,-1610612736,
631,-1610612736,
632,-1610612736,
633,-1610612736,
634,-1610612736,
635,-1610612736,
636,-1610612736,
637,-1610612736,
638,-1610612736,
639,-1610612736,
640,-1610612736,
641,-1610612736,
642,-1610612736,
643,-1610612736,
644,-1610612736,
645,-1610612736,
646,-1610612736,
647,-1610612736,
648,-1610612736,
649,-1610612736,
650,-1610612736,
651,-1610612736,
652,-1610612736,
653,-1610612736,
654,-1610612736,
655,-1610612736,
656,-1610612736,
657,-1610612736,
658,-1610612736,
659,-1610612736,
660,-1610612736,
661,-1610612736,
662,-1610612736,
663,-1610612736,
664,-1610612736,
665,-1610612736,
666,-1610612736,
667,-1610612736,
668,-1610612736,
669,-1610612736,
670,-1610612736,
671,-1610612736,
672,-1610612736,
673,-1610612736,
674,-1610612736,
675,-1610612736,
676,-1610612736,
677,-1610612736,
678,-1610612736,
679,-1610612736,
680,-1610612736,
681,-1610612736,
682,-1610612736,
683,-1610612736,
684,-1610612736,
685,-1610612736,
686,-1610612736,
687,-1610612736,
688,-1610612736,
689,-1610612736,
690,-1610612736,
691,-1610612736,
692,-1610612736,
693,-1610612736,
694,-1610612736,
695,-1610612736,
696,-1610612736,
697,-1610612736,
698,-1610612736,
699,-1610612736,
700,-1610612736,
701,-1610612736,
702,-1610612736,
703,-1610612736,
704,-1610612736,
705,-1610612736,
706,-1610612736,
707,-1610612736,
708,-1610612736,
709,-1610612736,
710,-1610612736,
711,-1610612736,
712,-1610612736,
713,-1610612736,
714,-1610612736,
715,-1610612736,
716,-1610612736,
717,-1610612736,
718,-1610612736,
719,-1610612736,
720,-1610612736,
721,-1610612736,
722,-1610612736,
723,-1610612736,
724,-1610612736,
725,-1610612736,
726,-1610612736,
727,-1610612736,
728,-1610612736,
729,-1610612736,
730,-1610612736,
731,-1610612736,
732,-1610612736,
733,-1610612736,
734,-1610612736,
735,-1610612736,
736,0,
737,0,
738,0,
739,0,
740,0,
741,0,
742,0,
743,0,
744,0,
745,0,
746,0,
747,0,
748,0,
749,0,
750,0,
751,0,
752,0,
753,0,
754,0,
755,0,
756,0,
757,0,
758,0,
759,0,
760,0,
761,0,
762,0,
763,0,
764,0,
765,0,
766,0,
767,0,
768,0,
769,0,
770,0,
771,0,
772,0,
773,0,
774,0,
775,0,
776,0,
777,0,
778,0,
779,0,
780,0,
781,0,
782,0,
783,0,
784,0,
785,0,
786,0,
787,0,
788,0,
789,0,
790,0,
791,0,
792,0,
793,0,
794,0,
795,0,
796,0,
797,0,
798,0,
799,0,
800,0,
801,0,
802,0,
803,0,
804,0,
805,0,
806,0,
807,0,
808,0,
809,0,
810,0,
811,0,
812,0,
813,0,
814,0,
815,0,
816,0,
817,0,
818,0,
819,0,
820,0,
821,0,
822,0,
823,0,
824,0,
825,0,
826,0,
827,0,
828,0,
829,0,
830,0,
831,0,
832,0,
833,0,
834,0,
835,0,
836,0,
837,0,
838,0,
839,0,
840,0,
841,0,
842,0,
843,0,
844,0,
845,0,
846,0,
847,0,
848,0,
849,0,
850,0,
851,0,
852,0,
853,0,
854,0,
855,0,
856,0,
857,0,
858,0,
859,0,
860,0,
861,0,
862,0,
863,0,
864,0,
865,0,
866,0,
867,0,
868,0,
869,0,
870,0,
871,0,
872,0,
873,0,
874,0,
875,0,
876,0,
877,0,
878,0,
879,0,
880,0,
881,0,
882,0,
883,0,
884,0,
885,0,
886,0,
887,0,
888,0,
889,0,
890,0,
891,0,
892,0,
893,0,
894,0,
895,0,
896,0,
897,0,
898,0,
899,0,
900,0,
901,0,
902,0,
903,0,
904,0,
905,0,
906,0,
907,0,
908,0,
909,0,
910,0,
911,0,
912,0,
913,0,
914,0,
915,0,
916,0,
917,0,
918,0,
919,0,
920,0,
921,0,
922,0,
923,0,
924,0,
925,0,
926,0,
927,0,
928,0,
929,0,
930,0,
931,0,
932,0,
933,0,
934,0,
935,0,
936,0,
937,0,
938,0,
939,0,
940,0,
941,0,
942,0,
943,0,
944,0,
945,0,
946,0,
947,0,
948,0,
949,0,
950,0,
951,0,
952,0,
953,0,
954,0,
955,0,
956,0,
957,0,
958,0,
959,0,
960,0,
961,0,
962,0,
963,0,
964,0,
965,0,
966,0,
967,0,
968,0,
969,0,
970,0,
971,0,
972,0,
973,0,
974,0,
975,0,
976,0,
977,0,
978,0,
979,0,
980,0,
981,0,
982,0,
983,0,
984,0,
985,0,
986,0,
987,0,
988,0,
989,0,
990,0,
991,0,
992,0,
993,0,
994,0,
995,0,
996,0,
997,0,
998,0,
999,0,
1000,0,
1001,0,
1002,0,
1003,0,
1004,0,
1005,0,
1006,0,
1007,0,
1008,0,
1009,0,
1010,0,
1011,0,
1012,0,
1013,0,
1014,0,
1015,0,
1016,0,
1017,0,
1018,0,
1019,0,
1020,0,
1021,0,
1022,0,
1023,0,
1024,0,
1025,0,
1026,0,
1027,0,
1028,0,
1029,0,
1030,0,
1031,0,
1032,0,
1033,0,
1034,0,
1035,0,
1036,0,
1037,0,
1038,0,
1039,0,
1040,0,
1041,0,
1042,0,
1043,0,
1044,0,
1045,0,
1046,0,
1047,0,
1048,0,
1049,0,
1050,0,
1051,0,
1052,0,
1053,0,
1054,0,
1055,0,
1056,0,
1057,0,
1058,0,
1059,0,
1060,0,
1061,0,
1062,0,
1063,0,
1064,0,
1065,0,
1066,0,
1067,0,
1068,0,
1069,0,
1070,0,
1071,0,
1072,0,
1073,0,
1074,0,
1075,0,
1076,0,
1077,0,
1078,0,
1079,0,
1080,0,
1081,0,
1082,0,
1083,0,
1084,0,
1085,0,
1086,0,
1087,0,
1088,0,
1089,0,
1090,0,
1091,0,
1092,0,
1093,0,
1094,0,
1095,0,
1096,0,
1097,0,
1098,0,
1099,0,
1100,0,
1101,0,
1102,0,
1103,0,
1104,0,
1105,0,
1106,0,
1107,0,
1108,0,
1109,0,
1110,0,
1111,0,
1112,0,
1113,0,
1114,0,
1115,0,
1116,0,
1117,0,
1118,0,
1119,0,
1120,0,
1121,0,
1122,0,
1123,0,
1124,0,
1125,0,
1126,0,
1127,0,
1128,0,
1129,0,
1130,0,
1131,0,
1132,0,
1133,0,
1134,0,
1135,0,
1136,0,
1137,0,
1138,0,
1139,0,
1140,0,
1141,0,
1142,0,
1143,0,
1144,0,
1145,0,
1146,0,
1147,0,
1148,0,
1149,0,
1150,0,
1151,0,
1152,0,
1153,0,
1154,0,
1155,0,
1156,0,
1157,0,
1158,0,
1159,0,
1160,0,
1161,0,
1162,-536870912,
1163,-536870912,
1164,-536870912,
1165,-536870912,
1166,-536870912,
1167,-536870912,
1168,-536870912,
1169,-536870912,
1170,-536870912,
1171,-536870912,
1172,-536870912,
1173,-536870912,
1174,-536870912,
1175,-536870912,
1176,-536870912,
1177,-536870912,
1178,-536870912,
1179,-536870912,
1180,-536870912,
1181,-536870912,
1182,-536870912,
1183,-536870912,
1184,-536870912,
1185,-536870912,
1186,-536870912,
1187,-536870912,
1188,-536870912,
1189,-536870912,
1190,-536870912,
1191,-536870912,
1192,-536870912,
1193,-536870912,
1194,-536870912,
1195,-536870912,
1196,-536870912,
1197,-536870912,
1198,-536870912,
1199,-536870912,
1200,-536870912,
1201,-536870912,
1202,-536870912,
1203,-536870912,
1204,-536870912,
1205,-536870912,
1206,-536870912,
1207,-536870912,
1208,-536870912,
1209,-536870912,
1210,-536870912,
1211,-536870912,
1212,-536870912,
1213,-536870912,
1214,-536870912,
1215,-536870912,
1216,-536870912,
1217,-536870912,
1218,-536870912,
1219,-536870912,
1220,-536870912,
1221,-536870912,
1222,-536870912,
1223,-536870912,
1224,-536870912,
1225,-536870912,
1226,-536870912,
1227,-536870912,
1228,-536870912,
1229,-536870912,
1230,-536870912,
1231,-536870912,
1232,-536870912,
1233,-536870912,
1234,-536870912,
1235,-536870912,
1236,-536870912,
1237,-536870912,
1238,-536870912,
1239,-536870912,
1240,-536870912,
1241,-536870912,
1242,-536870912,
1243,-536870912,
1244,-536870912,
1245,-536870912,
1246,-536870912,
1247,-536870912,
1248,-536870912,
1249,-536870912,
1250,-536870912,
1251,-536870912,
1252,-536870912,
1253,-536870912,
1254,-536870912,
1255,-536870912,
1256,-536870912,
1257,-536870912,
1258,-536870912,
1259,-536870912,
1260,-536870912,
1261,-536870912,
1262,-536870912,
1263,-536870912,
1264,-536870912,
1265,-536870912,
1266,-536870912,
1267,-536870912,
1268,-536870912,
1269,-536870912,
1270,-536870912,
1271,-536870912,
1272,-536870912,
1273,-536870912,
1274,-536870912,
1275,-536870912,
1276,-536870912,
1277,-536870912,
1278,-536870912,
1279,-536870912,
1280,-536870912,
1281,-536870912,
1282,-536870912,
1283,-536870912,
1284,-536870912,
1285,-536870912,
1286,-536870912,
1287,-536870912,
1288,-536870912,
1289,-536870912,
1290,-536870912,
1291,-536870912,
1292,-536870912,
1293,-536870912,
1294,-536870912,
1295,-536870912,
1296,-536870912,
1297,-536870912,
1298,-536870912,
1299,-536870912,
1300,-536870912,
1301,-536870912,
1302,-536870912,
1303,-536870912,
1304,-536870912,
1305,-536870912,
1306,-536870912,
1307,-536870912,
1308,-536870912,
1309,-536870912,
1310,-536870912,
1311,0,
1312,0,
1313,0,
1314,0,
1315,0,
1316,0,
1317,0,
1318,0,
1319,0,
1320,0,
1321,0,
1322,0,
1323,0,
1324,0,
1325,0,
1326,0,
1327,0,
1328,0,
1329,0,
1330,0,
1331,0,
1332,0,
1333,0,
1334,0,
1335,0,
1336,0,
1337,0,
1338,0,
1339,0,
1340,0,
1341,0,
1342,0,
1343,0,
1344,0,
1345,0,
1346,0,
1347,0,
1348,0,
1349,0,
1350,0,
1351,0,
1352,0,
1353,0,
1354,0,
1355,0,
1356,0,
1357,0,
1358,0,
1359,0,
1360,0,
1361,0,
1362,0,
1363,0,
1364,0,
1365,0,
1366,0,
1367,0,
1368,0,
1369,0,
1370,0,
1371,0,
1372,0,
1373,0,
1374,0,
1375,0,
1376,0,
1377,0,
1378,0,
1379,0,
1380,0,
1381,0,
1382,0,
1383,0,
1384,0,
1385,0,
1386,0,
1387,0,
1388,0,
1389,0,
1390,0,
1391,0,
1392,0,
1393,0,
1394,0,
1395,0,
1396,0,
1397,0,
1398,0,
1399,0,
1400,0,
1401,0,
1402,0,
1403,0,
1404,0,
1405,0,
1406,0,
1407,0,
1408,0,
1409,0,
1410,0,
1411,0,
1412,0,
1413,0,
1414,0,
1415,0,
1416,0,
1417,0,
1418,0,
1419,0,
1420,0,
1421,0,
1422,0,
1423,0,
1424,0,
1425,0,
1426,0,
1427,0,
1428,0,
1429,0,
1430,0,
1431,0,
1432,0,
1433,0,
1434,0,
1435,0,
1436,0,
1437,0,
1438,0,
1439,0,
1440,0,
1441,0,
1442,0,
1443,0,
1444,0,
1445,0,
1446,0,
1447,0,
1448,0,
1449,0,
1450,0,
1451,0,
1452,0,
1453,0,
1454,0,
1455,0,
1456,0,
1457,0,
1458,0,
1459,0,
1460,0,
1461,-2147483648,
1462,-2147483648,
1463,-2147483648,
1464,-2147483648,
1465,-2147483648,
1466,-2147483648,
1467,-2147483648,
1468,-2147483648,
1469,-2147483648,
1470,-2147483648,
1471,-2147483648,
1472,-2147483648,
1473,-2147483648,
1474,-2147483648,
1475,-2147483648,
1476,-2147483648,
1477,-2147483648,
1478,-2147483648,
1479,-2147483648,
1480,-2147483648,
1481,-2147483648,
1482,-2147483648,
1483,-2147483648,
1484,-2147483648,
1485,-2147483648,
1486,-2147483648,
1487,-2147483648,
1488,-2147483648,
1489,-2147483648,
1490,-2147483648,
1491,-2147483648,
1492,-2147483648,
1493,-2147483648,
1494,-2147483648,
1495,-2147483648,
1496,-2147483648,
1497,-2147483648,
1498,-2147483648,
1499,-2147483648,
1500,-2147483648,
1501,-2147483648,
1502,-2147483648,
1503,-2147483648,
1504,-2147483648,
1505,-2147483648,
1506,-2147483648,
1507,-2147483648,
1508,-2147483648,
1509,-2147483648,
1510,-2147483648,
1511,-2147483648,
1512,-2147483648,
1513,-2147483648,
1514,-2147483648,
1515,-2147483648,
1516,-2147483648,
1517,-2147483648,
1518,-2147483648,
1519,-2147483648,
1520,-2147483648,
1521,-2147483648,
1522,-2147483648,
1523,-2147483648,
1524,-2147483648,
1525,-2147483648,
1526,-2147483648,
1527,-2147483648,
1528,-2147483648,
1529,-2147483648,
1530,-2147483648,
1531,-2147483648,
1532,-2147483648,
1533,-2147483648,
1534,-2147483648,
1535,-2147483648,
1536,-2147483648,
1537,-2147483648,
1538,-2147483648,
1539,-2147483648,
1540,-2147483648,
1541,-2147483648,
1542,-2147483648,
1543,-2147483648,
1544,-2147483648,
1545,-2147483648,
1546,-2147483648,
1547,-2147483648,
1548,-2147483648,
1549,-2147483648,
1550,-2147483648,
1551,-2147483648,
1552,-2147483648,
1553,-2147483648,
1554,-2147483648,
1555,-2147483648,
1556,-2147483648,
1557,-2147483648,
1558,-2147483648,
1559,-2147483648,
1560,-2147483648,
1561,-2147483648,
1562,-2147483648,
1563,-2147483648,
1564,-2147483648,
1565,-2147483648,
1566,-2147483648,
1567,-2147483648,
1568,-2147483648,
1569,-2147483648,
1570,-2147483648,
1571,-2147483648,
1572,-2147483648,
1573,-2147483648,
1574,-2147483648,
1575,-2147483648,
1576,-2147483648,
1577,-2147483648,
1578,-2147483648,
1579,-2147483648,
1580,-2147483648,
1581,-2147483648,
1582,-2147483648,
1583,-2147483648,
1584,-2147483648,
1585,-2147483648,
1586,-2147483648,
1587,-2147483648,
1588,-2147483648,
1589,-2147483648,
1590,-2147483648,
1591,-2147483648,
1592,-2147483648,
1593,-2147483648,
1594,-2147483648,
1595,-2147483648,
1596,-2147483648,
1597,-2147483648,
1598,-2147483648,
1599,-2147483648,
1600,-2147483648,
1601,-2147483648,
1602,-2147483648,
1603,-2147483648,
1604,-2147483648,
1605,-2147483648,
1606,-2147483648,
1607,-2147483648,
1608,-2147483648,
1609,-2147483648,
1610,-2147483648,
1611,-2147483648,
1612,-2147483648,
1613,-2147483648,
1614,-2147483648,
1615,-2147483648,
1616,-2147483648,
1617,-2147483648,
1618,-2147483648,
1619,-2147483648,
1620,-2147483648,
1621,-2147483648,
1622,-2147483648,
1623,-2147483648,
1624,-2147483648,
1625,-2147483648,
1626,-2147483648,
1627,-2147483648,
1628,-2147483648,
1629,-2147483648,
1630,-2147483648,
1631,-2147483648,
1632,-2147483648,
1633,-2147483648,
1634,-2147483648,
1635,-2147483648,
1636,-2147483648,
1637,-2147483648,
1638,-2147483648,
1639,-2147483648,
1640,-2147483648,
1641,-2147483648,
1642,-2147483648,
1643,-2147483648,
1644,-2147483648,
1645,-2147483648,
1646,-2147483648,
1647,-2147483648,
1648,-2147483648,
1649,-2147483648,
1650,-2147483648,
1651,-2147483648,
1652,-2147483648,
1653,-2147483648,
1654,-2147483648,
1655,-2147483648,
1656,-2147483648,
1657,-2147483648,
1658,-2147483648,
1659,-2147483648,
1660,-2147483648,
1661,-2147483648,
1662,-2147483648,
1663,-2147483648,
1664,-2147483648,
1665,-2147483648,
1666,-2147483648,
1667,-2147483648,
1668,-2147483648,
1669,-2147483648,
1670,-2147483648,
1671,-2147483648,
1672,-2147483648,
1673,-2147483648,
1674,-2147483648,
1675,-2147483648,
1676,-2147483648,
1677,-2147483648,
1678,-2147483648,
1679,-2147483648,
1680,-2147483648,
1681,-2147483648,
1682,-2147483648,
1683,-2147483648,
1684,-2147483648,
1685,-2147483648,
1686,-2147483648,
1687,-2147483648,
1688,-2147483648,
1689,-2147483648,
1690,-2147483648,
1691,-2147483648,
1692,-2147483648,
1693,-2147483648,
1694,-2147483648,
1695,-2147483648,
1696,-2147483648,
1697,-2147483648,
1698,-2147483648,
1699,-2147483648,
1700,-2147483648,
1701,-2147483648,
1702,-2147483648,
1703,-2147483648,
1704,-2147483648,
1705,-2147483648,
1706,-2147483648,
1707,-2147483648,
1708,-2147483648,
1709,-2147483648,
1710,-2147483648,
1711,-2147483648,
1712,-2147483648,
1713,-2147483648,
1714,-2147483648,
1715,-2147483648,
1716,-2147483648,
1717,-2147483648,
1718,-2147483648,
1719,-2147483648,
1720,-2147483648,
1721,-2147483648,
1722,-2147483648,
1723,-2147483648,
1724,-2147483648,
1725,-2147483648,
1726,-2147483648,
1727,-2147483648,
1728,-2147483648,
1729,-2147483648,
1730,-2147483648,
1731,-2147483648,
1732,-2147483648,
1733,-2147483648,
1734,-2147483648,
1735,-2147483648,
1736,-2147483648,
1737,-2147483648,
1738,-2147483648,
1739,-2147483648,
1740,-2147483648,
1741,-2147483648,
1742,-2147483648,
1743,-2147483648,
1744,-2147483648,
1745,-2147483648,
1746,-2147483648,
1747,-2147483648,
1748,-2147483648,
1749,-2147483648,
1750,-2147483648,
1751,-2147483648,
1752,-2147483648,
1753,-2147483648,
1754,-2147483648,
1755,-2147483648,
1756,-2147483648,
1757,-2147483648,
1758,-2147483648,
1759,-2147483648,
1760,-2147483648,
1761,-2147483648,
1762,-2147483648,
1763,-2147483648,
1764,-2147483648,
1765,-2147483648,
1766,-2147483648,
1767,-2147483648,
1768,-2147483648,
1769,-2147483648,
1770,-2147483648,
1771,-2147483648,
1772,-2147483648,
1773,-2147483648,
1774,-2147483648,
1775,-2147483648,
1776,-2147483648,
1777,-2147483648,
1778,-2147483648,
1779,-2147483648,
1780,-2147483648,
1781,-2147483648,
1782,-2147483648,
1783,-2147483648,
1784,-2147483648,
1785,-2147483648,
1786,-2147483648,
1787,-2147483648,
1788,-2147483648,
1789,-2147483648,
1790,-2147483648,
1791,-2147483648,
1792,-2147483648,
1793,-2147483648,
1794,-2147483648,
1795,-2147483648,
1796,-2147483648,
1797,-2147483648,
1798,-2147483648,
1799,-2147483648,
1800,-2147483648,
1801,-2147483648,
1802,-2147483648,
1803,-2147483648,
1804,-2147483648,
1805,-2147483648,
1806,-2147483648,
1807,-2147483648,
1808,-2147483648,
1809,-2147483648,
1810,-2147483648,
1811,-2147483648,
1812,-2147483648,
1813,-2147483648,
1814,-2147483648,
1815,-2147483648,
1816,-2147483648,
1817,-2147483648,
1818,-2147483648,
1819,-2147483648,
1820,-2147483648,
1821,-2147483648,
1822,-2147483648,
1823,-2147483648,
1824,-2147483648,
1825,-2147483648,
1826,-2147483648,
1827,-2147483648,
1828,-2147483648,
1829,-2147483648,
1830,-2147483648,
1831,-2147483648,
1832,-2147483648,
1833,-2147483648,
1834,-2147483648,
1835,-2147483648,
1836,-2147483648,
1837,-2147483648,
1838,-2147483648,
1839,-2147483648,
1840,-2147483648,
1841,-2147483648,
1842,-2147483648,
1843,-2147483648,
1844,-2147483648,
1845,-2147483648,
1846,-2147483648,
1847,-2147483648,
1848,-2147483648,
1849,-2147483648,
1850,-2147483648,
1851,-2147483648,
1852,-2147483648,
1853,-2147483648,
1854,-2147483648,
1855,-2147483648,
1856,-2147483648,
1857,-2147483648,
1858,-2147483648,
1859,-2147483648,
1860,-2147483648,
1861,-2147483648,
1862,-2147483648,
1863,-2147483648,
1864,-2147483648,
1865,-2147483648,
1866,-2147483648,
1867,-2147483648,
1868,-2147483648,
1869,-2147483648,
1870,-2147483648,
1871,-2147483648,
1872,-2147483648,
1873,-2147483648,
1874,-2147483648,
1875,-2147483648,
1876,-2147483648,
1877,-2147483648,
1878,-2147483648,
1879,-2147483648,
1880,-2147483648,
1881,-2147483648,
1882,-2147483648,
1883,-2147483648,
1884,-2147483648,
1885,-2147483648,
1886,-2147483648,
1887,-2147483648,
1888,-2147483648,
1889,-2147483648,
1890,-2147483648,
1891,-2147483648,
1892,-2147483648,
1893,-2147483648,
1894,-2147483648,
1895,-2147483648,
1896,-2147483648,
1897,-2147483648,
1898,-2147483648,
1899,-2147483648,
1900,-2147483648,
1901,-2147483648,
1902,-2147483648,
1903,-2147483648,
1904,-2147483648,
1905,-2147483648,
1906,-2147483648,
1907,-2147483648,
1908,-2147483648,
1909,-2147483648,
1910,-2147483648,
1911,-2147483648,
1912,-2147483648,
1913,-2147483648,
1914,-2147483648,
1915,-2147483648,
1916,-2147483648,
